asset,d1_asset,env_seed,finished_at,global_task_id,horizon_writer_lora,init_state_id,language,occupancy_trajectory,old_writer_unseen_auxiliary,panel,path_arm,policy_noise_seeds,policy_seed_root,split_role,stage_predicates,steps,success,suite,task_id,wall_seconds
C600,C600,7,38.22373315691948,25,"{""arm"":""CC"",""asset"":""C600"",""checkpoint_selection_use"":false,""donor_global_task_id"":20,""global_task_id"":25,""init_state_id"":0,""other_demo"":48,""outcome_dependence"":false,""schema_version"":""ember_writer_causal_diagnostics_v1"",""suite"":""libero_goal"",""task_id"":5,""teacher_demo"":46,""test_use"":false}",0,push the plate to the front of the stove,"{""bytes"":120675,""capture_level"":""compact"",""path"":""/data0/user/ymdai/ember_runs/writer_causal_diagnostics_20260922/rollouts/d1/C600/CC/trajectories/libero_goal_task_05_state_000.pt"",""replans"":60}",False,terminal_held,CC,"[8917317109531133713,91287722840604466,5576973838066505825,3245525609204553000,206510976296039328,7043710991485459842,3065276113093491118,6594711950012071845,6816029734660001431,5700992151750233393,4534353534150963356,5808341999921705889,1838226483897790263,5285691427485668913,3138823703718671879,8569673616910162967,797902096914529690,8667605293058403482,8183283376663266238,8555225515322796370,4550862334831112507,6208184943213188655,1606206445807934005,5814477313222619445,3512126924715237990,7021281378341915038,4530871293651059538,7665150803779764091,4015263530711245576,4959932377601305677,6675268582576040492,3524349705908905588,2283916520361096924,5025682143604269060,5997076953794906855,822288470858219350,1136853710121696402,289714627034564627,7901120057657204415,3785145099638565753,1361347501957817204,8349245941576953049,5352078940122756017,8356620240665371559,6690808221603279492,7783813634965506429,7471014565224162481,1259048105501135580,445976561263319377,1508534697003488501,3271647636890375520,5760112216926464939,9039756816221888528,7494621461973009161,6022815970336940068,5042660969135294848,3339142400716919319,3588703930638240838,5643105732409087908,2710881130083493306]",7,train,"{""ever_satisfied"":[false],""final_satisfied"":[false],""peak_satisfied_count"":0,""predicates"":[[""on"",""plate_1"",""main_table_stove_front_region""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0}]}",300,False,libero_goal,5,37.36825716402382
C600,C600,7,38.28050752589479,25,"{""arm"":""CC"",""asset"":""C600"",""checkpoint_selection_use"":false,""donor_global_task_id"":20,""global_task_id"":25,""init_state_id"":1,""other_demo"":46,""outcome_dependence"":false,""schema_version"":""ember_writer_causal_diagnostics_v1"",""suite"":""libero_goal"",""task_id"":5,""teacher_demo"":48,""test_use"":false}",1,push the plate to the front of the stove,"{""bytes"":120675,""capture_level"":""compact"",""path"":""/data0/user/ymdai/ember_runs/writer_causal_diagnostics_20260922/rollouts/d1/C600/CC/trajectories/libero_goal_task_05_state_001.pt"",""replans"":60}",False,terminal_held,CC,"[2640211463966122763,5136519096110014191,1845757097946234570,6067108120816029607,3725010479614170092,2612083567498410455,8466636330311548974,4437896792058996367,712517564897934382,5560654444939254028,4128929842402944527,8890018668664899276,5921597835256709914,22175932119985860,5355354126694606134,1760261638043069189,2512062819490397169,8227323226531415988,1158693284073962253,1370264896529597582,5711362089946394424,8417352752820031098,4115856322349398643,5222991004747769087,5795681516725853622,4370329290180183411,3076784648974946071,1552567400941887721,4346008473667441479,4463735497075222656,4735258421775357810,5770892637667309157,5479498337894015434,6832352974045178885,2810345918590690301,2032091971853313493,3034094826212159705,1933548267677952172,1360356351533351365,8169807513434497394,7387304937319326162,2042981460064833592,2668021598240996282,6142457675330714527,8068561729626430790,3719134558686887843,6108912213956580642,3793266631685609991,1961852329373737151,958913104808126744,8060618499167668668,1727005650404493217,3833459945483055356,6523819480505386366,6975250725322940624,5714161763392378873,1838233562639983721,3166118206650435946,2966037015057613638,2496125145384825013]",7,train,"{""ever_satisfied"":[false],""final_satisfied"":[false],""peak_satisfied_count"":0,""predicates"":[[""on"",""plate_1"",""main_table_stove_front_region""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0}]}",300,False,libero_goal,5,36.49008415499702
C600,C600,7,65.5092548490502,34,"{""arm"":""CC"",""asset"":""C600"",""checkpoint_selection_use"":false,""donor_global_task_id"":37,""global_task_id"":34,""init_state_id"":0,""other_demo"":48,""outcome_dependence"":false,""schema_version"":""ember_writer_causal_diagnostics_v1"",""suite"":""libero_10"",""task_id"":4,""teacher_demo"":46,""test_use"":false}",0,put the white mug on the left plate and put the yellow and white mug on the right plate,"{""bytes"":208087,""capture_level"":""compact"",""path"":""/data0/user/ymdai/ember_runs/writer_causal_diagnostics_20260922/rollouts/d1/C600/CC/trajectories/libero_10_task_04_state_000.pt"",""replans"":104}",False,terminal_held,CC,"[7148028956259679862,101180445151534461,1120029234988676619,7682559789663422028,7208349268156992869,3347005797815030684,1110822145960387181,1952614261593836997,427180703937043739,6193444301854729675,7380246555955181451,5896285515501257061,1817960182263678379,4385303907466339778,6795890813990346071,3604099282308620439,2665032716046931721,743296839736597435,6120121920095122480,2244916918169202410,1250261884910669786,1326121139911580282,9124084055984576285,4813752002861184335,9070974008347937977,2075799712024956441,7585830818371699199,1204624035048757559,5103998759728122014,3369659675858080795,4247134550183185039,923840513938309662,2956721464858441475,7668465383405241379,4498527209852856233,1856444001754848483,4391183245772143684,7782489804721947328,2815148388941547866,6936807351787697440,7315739921659042672,5437816901125128025,8250217171276264266,8512390605164082542,5223463628497138177,5956417161109025667,6984777386984077823,7986573118684191953,4642121441261217495,3720092835657922469,6807682534924932341,2252933086653911054,2502643170908320099,2323679099934728653,6576952771149394024,8936100837216318906,337222301263014898,2406738227627729873,3877568928584162516,6512154251076351885,4745977350476927037,2018180557129942352,3507137274226156934,6349920752372036272,2418588428354067690,2135252382998388177,1846346168883470416,3767070692411021218,6735345300146740140,3243503397440945471,7012769560268747295,3243912232249244847,1212318779492061605,6845707649461967269,2467708348449847910,5716082982350397997,4575860133169080232,2677827252974161515,5830679107123522847,7025323813664134874,6486075394852841363,8222853779985520201,2991391763244480330,1930938642296535058,5111749419821426934,1559655444546267704,1483236879433948033,1306607638399939340,7254167303754279248,5497334883623891698,5989907329859150372,8619138566671404005,6903850669131290728,7018646375674345314,2885499206924322035,8106567292833219026,6473210180279710476,1669040588489812623,1636710846577038225,4492324950063045475,3923601351486572621,3571618256123304407,3835776388860522718,6907902382465649351]",7,train,"{""ever_satisfied"":[false,false],""final_satisfied"":[false,false],""peak_satisfied_count"":0,""predicates"":[[""on"",""porcelain_mug_1"",""plate_1""],[""on"",""white_yellow_mug_1"",""plate_2""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false,false],""step"":0}]}",520,False,libero_10,4,63.96734522515908
C600,C600,7,65.57480542128906,34,"{""arm"":""CC"",""asset"":""C600"",""checkpoint_selection_use"":false,""donor_global_task_id"":37,""global_task_id"":34,""init_state_id"":1,""other_demo"":46,""outcome_dependence"":false,""schema_version"":""ember_writer_causal_diagnostics_v1"",""suite"":""libero_10"",""task_id"":4,""teacher_demo"":48,""test_use"":false}",1,put the white mug on the left plate and put the yellow and white mug on the right plate,"{""bytes"":208087,""capture_level"":""compact"",""path"":""/data0/user/ymdai/ember_runs/writer_causal_diagnostics_20260922/rollouts/d1/C600/CC/trajectories/libero_10_task_04_state_001.pt"",""replans"":104}",False,terminal_held,CC,"[6811548317041295931,4436531557708283030,8467782037648496510,1746332490450039469,2447381491266376395,8840561479201238641,3382491918600760734,1957226912911226244,2962189790911951760,8424298011057326806,6483280252182145856,1999503229985621533,1979374828445352017,4977805271944328523,2323173984741960339,1989418088474502795,2681282124670416536,2025616149679502261,8339449335349446050,8085458882361485807,600414796532912931,310158610499323916,6727002565509547418,6637092441502771522,6848165276055108156,3515070539638460715,5389270996133561936,3220316480628693843,130698078024894651,6386041913725465490,3253191425536125207,2611742835510898975,658727789706043501,8264134912844448798,706268871128924411,8056529324705271583,6919737890340814501,7340641682656212236,8369348057168041696,5580042439803610438,62472026417800305,4802361461049055399,7984068910510937563,547048408117106181,9057548510246415586,3330977757883357715,9206914835823126860,4396000637743695201,2721446314965442152,8817706844926778900,6578837086278807185,5630020638388300278,8829464063054418990,5267406331280429242,4016313901570224868,4887733400644231908,3463685040573510715,8426608283805863404,5055893533934299173,4663964819638448264,3409758142519420441,5718862086537939093,1052086657471522613,1231771170057781897,3141541036624333707,4525483761019231304,3625322308978692193,2985797456253746197,2161116280636329693,8834300912132994700,6943533088681948542,7361542605188340229,3142523573217961457,8861340148105958390,6799655835189891471,2441793386610199046,1657748656399151092,7343377174403868031,7056977097805946238,7869327952810557830,2942067854410672502,3139516076345698846,8029492060798677643,5841531274453213363,8266454284381596441,6913878459020241407,1762874685481350065,6887409029882389958,3750293092872572961,7370466279483818122,3069413221114245550,3368401186460503236,3519821621800037634,7984277307452140201,4338408128932502594,7315941810524701485,5015055297729664074,6167289150575821075,1825737792894292689,6112799322316834108,8771818560762476328,6463218085488518962,1148648629250879778,2729679630798904869]",7,train,"{""ever_satisfied"":[true,false],""final_satisfied"":[false,false],""peak_satisfied_count"":1,""predicates"":[[""on"",""porcelain_mug_1"",""plate_1""],[""on"",""white_yellow_mug_1"",""plate_2""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false,false],""step"":0},{""satisfied"":[true,false],""step"":94},{""satisfied"":[false,false],""step"":111},{""satisfied"":[true,false],""step"":121},{""satisfied"":[false,false],""step"":122},{""satisfied"":[true,false],""step"":156},{""satisfied"":[false,false],""step"":206},{""satisfied"":[true,false],""step"":223},{""satisfied"":[false,false],""step"":226},{""satisfied"":[true,false],""step"":244},{""satisfied"":[false,false],""step"":266},{""satisfied"":[true,false],""step"":280},{""satisfied"":[false,false],""step"":281}]}",520,False,libero_10,4,62.54567830543965
C600,C600,7,63.315061999019235,37,"{""arm"":""CC"",""asset"":""C600"",""checkpoint_selection_use"":false,""donor_global_task_id"":34,""global_task_id"":37,""init_state_id"":0,""other_demo"":48,""outcome_dependence"":false,""schema_version"":""ember_writer_causal_diagnostics_v1"",""suite"":""libero_10"",""task_id"":7,""teacher_demo"":46,""test_use"":false}",0,put both the alphabet soup and the cream cheese box in the basket,"{""bytes"":208087,""capture_level"":""compact"",""path"":""/data0/user/ymdai/ember_runs/writer_causal_diagnostics_20260922/rollouts/d1/C600/CC/trajectories/libero_10_task_07_state_000.pt"",""replans"":104}",False,terminal_held,CC,"[907041501630148667,4612298201938112620,7281379436564235312,8338984819693199724,2296327197964993479,1274874525767175883,1421085673004716131,8425219134706071258,2062056564332073825,3071823040802638185,7938505278379970267,3522984377378569669,5154699334473623640,5638591476749275226,7552400992327635367,4732095005522759435,548401318343329476,267082782734891939,5857808572556056244,728457632512888542,2479756125584198374,4267585010630026791,3441643870553481288,8467915757498431008,5439084353704905879,2429549296788933905,55074050952303357,7067922698958479450,3148481196641040200,7928035374902457223,2440436879351599588,3729017454671572477,656442492107433950,6368157897057010948,3464442594792354172,1280125980264144632,8474274633303663975,4870810077541056637,7166101728600443393,369158490192561197,764757969214367234,3552159545576718613,994019392606449986,7808204169934001903,6396956296601003891,2148627265909606181,3392973609910076788,7144436042418807983,5348980458885744959,4710379024947167801,2102325676071880200,7802958165199808900,7461942172918253974,1218388398405274306,392458831657878906,6590274664344723069,1400311591597243061,6427826179529007617,7561970502556684824,16365147013489906,5228993989077058462,295910565704308193,3394426775192119598,8885130823453246454,3748372839250570386,3320561817070163554,966629360257932400,4811120863705711270,296829742769947350,3092804896698176966,296167447230495646,810089096932966293,8741917624679889136,7871940741339257513,8401821595854342203,4242417619588867427,9138461713831371825,6024350963047988776,977910218116802625,5200378620612232775,6399390929912526975,4744121557822715846,3997620433158045038,223723754650196826,3518372711840788568,3634511857670995257,3916680606408163829,2501694197616607605,4822630195595801752,6420702409120910458,8409977474229500199,1018442530405220125,7958461568913414347,1035610121672196957,295204503310828007,6086186534023783407,2787746379315941291,3736818618910971356,7174628741712051589,5921757162884404215,3931247013430965799,8442066800826368234,5675513978904135468,4505244731065817687]",7,train,"{""ever_satisfied"":[true,false],""final_satisfied"":[true,false],""peak_satisfied_count"":1,""predicates"":[[""in"",""alphabet_soup_1"",""basket_1_contain_region""],[""in"",""cream_cheese_1"",""basket_1_contain_region""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false,false],""step"":0},{""satisfied"":[true,false],""step"":379},{""satisfied"":[false,false],""step"":388},{""satisfied"":[true,false],""step"":389}]}",520,False,libero_10,7,62.202796873636544
C600,C600,7,63.45894374605268,37,"{""arm"":""CC"",""asset"":""C600"",""checkpoint_selection_use"":false,""donor_global_task_id"":34,""global_task_id"":37,""init_state_id"":1,""other_demo"":46,""outcome_dependence"":false,""schema_version"":""ember_writer_causal_diagnostics_v1"",""suite"":""libero_10"",""task_id"":7,""teacher_demo"":48,""test_use"":false}",1,put both the alphabet soup and the cream cheese box in the basket,"{""bytes"":164099607,""capture_level"":""full"",""path"":""/data0/user/ymdai/ember_runs/writer_causal_diagnostics_20260922/rollouts/d1/C600/CC/trajectories/libero_10_task_07_state_001.pt"",""replans"":104}",False,terminal_held,CC,"[6054502716598075368,3373274192069980437,3185364884059471209,3608991073448512685,517748803206916309,9010808168683658860,3969398306279785984,4655120805785931556,7448513816754508384,6099694596918001882,2806494977354897077,1697037100477914334,3569436727247049860,9001816453034556463,5893953901839926098,379451450119823168,8132891434927867249,2722460681803149974,1058756159028552051,8444513812763477876,6323003568009789490,52925706232198483,3407496001400737197,794108315628650049,1689708956482017287,6306014752980090556,222897003135104657,8970068682809487284,4922052258049670881,8302988477073037773,1401187420163282846,5228472353476866614,4162134272585034759,6051809908143140903,714351754922177042,7991097623387708277,3396592449574138399,858780414343094743,1449441676156483277,3888627651511577075,155784254709717277,6010283337508566400,3779320978360101683,4318483056333515657,4692049277477932425,1941648099277504086,6553702964953029061,4236415250678739318,6518696491373012657,190199796422483962,8469442507697709941,7455061427177288459,4234408307774238832,4590956702557915850,6208500787622481845,3636122027318942685,2679645038158141695,5819158568058406159,1802602973444189485,3831144166720032239,1040054466211122704,6993185429138551357,3768803779400020884,510294469297024565,950927877389133366,8484010846785167239,3582158776025324215,5718180638084070370,8933752313594336548,1928031053182024831,4015617872392473536,820497684339733641,5926618261464899105,4649812173987320543,2209302671799867726,6331683035942567992,4470305473552257165,7628422331271476795,3618030208784749640,6201299382274795221,7737420559239050910,4223015513045081968,4200282289783786762,324168955198484415,2673655210954264192,671449631717851877,8543274320607591621,8659223830905750508,7956748313373601931,6982828976739134818,7446992908545697567,3815967400527592716,234038522364502723,1737442943690687005,6286049096464904391,271914701293051695,8471339901034421080,9000154197992288312,8547620048380180551,1511146987209210290,5309627985096157116,2182630813419250643,7745561134183826985,1331092219490038653]",7,train,"{""ever_satisfied"":[false,false],""final_satisfied"":[false,false],""peak_satisfied_count"":0,""predicates"":[[""in"",""alphabet_soup_1"",""basket_1_contain_region""],[""in"",""cream_cheese_1"",""basket_1_contain_region""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false,false],""step"":0}]}",520,False,libero_10,7,61.34519250597805
C600,C600,7,31.194555405993015,5,"{""arm"":""CO"",""asset"":""C600"",""checkpoint_selection_use"":false,""donor_global_task_id"":7,""global_task_id"":5,""init_state_id"":0,""other_demo"":48,""outcome_dependence"":false,""schema_version"":""ember_writer_causal_diagnostics_v1"",""suite"":""libero_spatial"",""task_id"":5,""teacher_demo"":46,""test_use"":false}",0,pick up the black bowl on the ramekin and place it on the plate,"{""bytes"":69428749,""capture_level"":""full"",""path"":""/data0/user/ymdai/ember_runs/writer_causal_diagnostics_20260922/rollouts/d1/C600/CO/trajectories/libero_spatial_task_05_state_000.pt"",""replans"":44}",False,terminal_held,CO,"[2332885929743906144,78210733290086199,3376592463069148898,7762815535033294232,625510416208986258,3274933733165795718,7831323212908477482,5876748357668257882,1219742529252700978,3198280787423874558,6249066565456398768,1170866556549183009,7172139499213454659,8781504831879024928,8202668504019271104,4242518137201564467,6074743199953778731,3572416567353859243,3948101554073552467,2456074848484716406,2515480201758908000,6752103479293961129,7215025446226185204,419867315998950590,529320435660180835,7318853563378627806,5517754333899680037,6263360992849926639,1720047318602775534,7777319485478269766,6557906389465072226,3711320029471490300,4250064725652837133,2969554618847881582,4307727544405268719,1372467830875306444,8510528787558831859,2838534541106559188,1685529326513934597,2183662958967784552,7146994113559057928,62888092219564004,9166618968524224175,6180584448943975133]",7,train,"{""ever_satisfied"":[false],""final_satisfied"":[false],""peak_satisfied_count"":0,""predicates"":[[""on"",""akita_black_bowl_1"",""plate_1""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0}]}",220,False,libero_spatial,5,30.05129784811288
C600,C600,7,31.598973807878792,5,"{""arm"":""CO"",""asset"":""C600"",""checkpoint_selection_use"":false,""donor_global_task_id"":7,""global_task_id"":5,""init_state_id"":1,""other_demo"":46,""outcome_dependence"":false,""schema_version"":""ember_writer_causal_diagnostics_v1"",""suite"":""libero_spatial"",""task_id"":5,""teacher_demo"":48,""test_use"":false}",1,pick up the black bowl on the ramekin and place it on the plate,"{""bytes"":89033,""capture_level"":""compact"",""path"":""/data0/user/ymdai/ember_runs/writer_causal_diagnostics_20260922/rollouts/d1/C600/CO/trajectories/libero_spatial_task_05_state_001.pt"",""replans"":44}",False,terminal_held,CO,"[2108315156300481109,6305114771558722149,6669850385748815919,1597813286460548712,7256603962091698256,6162984425250244553,7024547178120253095,1894120186701069329,8416214940848459239,6776971739970383916,2003017125639076934,8282448937498330936,3625812035987816419,7680878236674968614,9102634027979643941,2770263705301515055,282655066547685318,1470109964666606529,4854768729180947533,4124903719737178652,1700448181180929760,4490158752597238344,7905743133996349620,6821285366889719649,2461765285564524775,3584534081273812974,188984236913247951,4039841045981433938,2845525868517977756,3677176578402272213,6861732279648739580,3359910513694036377,6167678410791689653,4185223177886247438,2036281037065285179,2016443097241237873,1379107715750054549,8044249536166331236,8717044275078694480,734642186917274412,4094049157160968099,7775164576814330987,944204938559355685,2852116055750718005]",7,train,"{""ever_satisfied"":[false],""final_satisfied"":[false],""peak_satisfied_count"":0,""predicates"":[[""on"",""akita_black_bowl_1"",""plate_1""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0}]}",220,False,libero_spatial,5,29.304389763157815
C600,C600,7,28.63858025195077,7,"{""arm"":""CO"",""asset"":""C600"",""checkpoint_selection_use"":false,""donor_global_task_id"":5,""global_task_id"":7,""init_state_id"":0,""other_demo"":48,""outcome_dependence"":false,""schema_version"":""ember_writer_causal_diagnostics_v1"",""suite"":""libero_spatial"",""task_id"":7,""teacher_demo"":46,""test_use"":false}",0,pick up the black bowl on the stove and place it on the plate,"{""bytes"":89033,""capture_level"":""compact"",""path"":""/data0/user/ymdai/ember_runs/writer_causal_diagnostics_20260922/rollouts/d1/C600/CO/trajectories/libero_spatial_task_07_state_000.pt"",""replans"":44}",False,terminal_held,CO,"[8860512939643002952,7305892915116313584,6600149728612776307,8752014322555712292,9159443665344864132,3748566440965895194,673031707609208575,4382847811375432032,3183953177240202152,4827959849555365684,8027860632661586452,523990053016017450,9085873970308404896,8932401287869707718,3414090784665512976,7516448465408070827,1406352271980649565,7521697099492649814,4462510421249513874,3876035414895575679,5299465691909999882,8781439129847774454,6686528434166226194,972450351795151281,8501228768998065543,6570497713169987822,8926319604569092948,7467137384336142156,8715989747040334637,7553794064450203750,1867090488174328185,8713623752085903967,2018399233084375032,7697234974128612340,3373861830450754595,7023870070807581062,7232008765895980829,1319191758015803273,8824393410243941484,1821644571536674057,9211699686423089978,8015531214313154594,166769444770474591,788725106577255312]",7,train,"{""ever_satisfied"":[false],""final_satisfied"":[false],""peak_satisfied_count"":0,""predicates"":[[""on"",""akita_black_bowl_1"",""plate_1""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0}]}",220,False,libero_spatial,7,27.58724560169503
C600,C600,7,22.628519640304148,7,"{""arm"":""CO"",""asset"":""C600"",""checkpoint_selection_use"":false,""donor_global_task_id"":5,""global_task_id"":7,""init_state_id"":1,""other_demo"":46,""outcome_dependence"":false,""schema_version"":""ember_writer_causal_diagnostics_v1"",""suite"":""libero_spatial"",""task_id"":7,""teacher_demo"":48,""test_use"":false}",1,pick up the black bowl on the stove and place it on the plate,"{""bytes"":63053,""capture_level"":""compact"",""path"":""/data0/user/ymdai/ember_runs/writer_causal_diagnostics_20260922/rollouts/d1/C600/CO/trajectories/libero_spatial_task_07_state_001.pt"",""replans"":31}",False,terminal_held,CO,"[4534021060883521833,9026905912977082461,4808555720481214932,8503670798955834384,5972345743408122066,8838525188849991096,2856101562254632339,4482595906452315814,3434188169977942467,7985418067034188883,9097367675132806926,2058352380433547633,3431551927526130333,8808354954499189918,557616745451118471,7019629026487755929,5921363881277097403,8825026556377032831,2264481834634252451,457293413597673605,3581166459691132976,6043476433407198372,8252721951464966321,5977862060771975128,1996687696070853151,9209232472459138575,7622663028896655265,4255038315152990171,366551764046136265,2625371671359880979,8361105411971417144]",7,train,"{""ever_satisfied"":[true],""final_satisfied"":[true],""peak_satisfied_count"":1,""predicates"":[[""on"",""akita_black_bowl_1"",""plate_1""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0},{""satisfied"":[true],""step"":155}]}",155,True,libero_spatial,7,20.56609819829464
C600,C600,7,26.07910891296342,12,"{""arm"":""CO"",""asset"":""C600"",""checkpoint_selection_use"":false,""donor_global_task_id"":14,""global_task_id"":12,""init_state_id"":0,""other_demo"":48,""outcome_dependence"":false,""schema_version"":""ember_writer_causal_diagnostics_v1"",""suite"":""libero_object"",""task_id"":2,""teacher_demo"":46,""test_use"":false}",0,pick up the salad dressing and place it in the basket,"{""bytes"":84951,""capture_level"":""compact"",""path"":""/data0/user/ymdai/ember_runs/writer_causal_diagnostics_20260922/rollouts/d1/C600/CO/trajectories/libero_object_task_02_state_000.pt"",""replans"":42}",False,terminal_held,CO,"[926971204240776524,8852970192180508234,7594642915430612756,6949624471219738414,8678418478545596585,7955862672732622887,3105327838272853580,6211554433824911803,6656189574454732066,5578928989321598728,5992228228138252069,1563889852935576123,2143145904404040586,166840200037075020,8136154808220516449,8394378735983203648,6806365180665921169,3588972006584734615,8041013076229572720,3899524213718088049,1060033558408845916,1474019411076631326,4030917986631749338,1920393417184737037,6555893101066362251,4074366801348485076,9103703520426295733,5289540875458414095,3365390134638702452,4761972337007149352,4642007772747823066,7595541929468217684,4074130817975153093,687947983413259556,7625823318009818227,4355837874647858810,378510985675781992,6861483343885848967,5544443133397653846,8504945874298111846,3936471725185063664,3184698899490369770]",7,train,"{""ever_satisfied"":[true],""final_satisfied"":[true],""peak_satisfied_count"":1,""predicates"":[[""in"",""salad_dressing_1"",""basket_1_contain_region""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0},{""satisfied"":[true],""step"":207}]}",207,True,libero_object,2,25.095359166152775
